interactionId,sentence,entities,interaction,relationship
IEPA_d194,"Insulin-induced phospholipase D1 and phospholipase D2 activity in human embryonic kidney-293 cells mediated by the phospholipase Cgamma and protein kinase Calpha signalling cascade.
Co-expression of PLD1 with phospholipase C (PLC)gamma has the same effect, while co-expression of PLD2 with PLCgamma allows PLD2 activity to be stimulated in an insulin-dependent manner.
The PKC-specific inhibitors bisindolylmaleimide and Go 6976 abolish insulin-induced PLD2 activation in HEK-293 cells co-expressing the insulin receptor, PLCgamma and PLD2, confirming that not only PLD1, but PLD2 as well, is regulated in a PKC-dependent manner.
In summary, we demonstrate that insulin treatment results in activation of both PLD1 and PLD2 in appropriate cell types when the appropriate upstream intermediate signalling components, i.e. PKCalpha and PLCgamma, are expressed at sufficient levels.","[('T6', 'Protein', 'insulin', (437, 444)), ('T7', 'Protein', 'PLCgamma', (522, 530)), ('T4', 'Protein', 'PLCgamma', (290, 298)), ('T5', 'Protein', 'insulin', (343, 350)), ('T8', 'Protein', 'insulin', (662, 669)), ('T9', 'Protein', 'PLCgamma', (834, 842)), ('T1', 'Protein', 'Insulin', (0, 7)), ('T3', 'Protein', 'phospholipase C (PLC)gamma', (209, 235)), ('T2', 'Protein', 'phospholipase Cgamma', (115, 135))]","{'R1': ('T1', 'T2'), 'R2': ('T8', 'T9')}",1
IEPA_d139,"Leptin and UCP (1 and 2) mRNA levels were determined by reverse transcription-polymerase chain reaction (RT-PCR) methodology in adipose tissue and gastrocnemius muscle
A negative correlation between WAT O2 consumption and UCP2 expression was found in control animals, but not in the cafeteria-fed groups, suggesting a differential response to the beta3-adrenergic compound in lean and obese animals, which is in agreement with the reported statistical interactions between obesity and Trecadrine administration found for WAT O2 consumption and muscle UCP2 expression, as well as for plasma leptin and WAT leptin expression","[('T6', 'Protein', 'leptin', (605, 611)), ('T4', 'Protein', 'UCP2', (551, 555)), ('T5', 'Protein', 'leptin', (590, 596)), ('T1', 'Protein', 'Leptin', (0, 6)), ('T3', 'Protein', 'UCP2', (222, 226)), ('T2', 'Protein', 'UCP', (11, 14))]",{},1
IEPA_d137,"We previously showed that arginine vasopressin (AVP) stimulates heat shock protein 27 (HSP27) induction through protein kinase C activation in aortic smooth muscle A10 cells
Calphostin C and ET-18-OCH(3), inhibitors of protein kinase C, reduced the phosphorylation of p38 MAP kinase by AVP","[('T4', 'Protein', 'AVP', (286, 289)), ('T1', 'Protein', 'arginine vasopressin', (26, 46)), ('T3', 'Protein', 'protein kinase C', (219, 235)), ('T2', 'Protein', 'protein kinase C', (112, 128))]","{'R1': ('T1', 'T2'), 'R2': ('T3', 'T4')}",1
IEPA_d72,"Treatment with (+)-trifluoro-ABA strongly inhibited the gibberellic acid-inducible expression of alpha-amylase I-1 encoded by RAmy1A in the aleurone layers of embryoless half-seeds at the levels of transcription, protein synthesis, and enzyme activity","[('T1', 'Protein', 'gibberellic acid', (56, 72)), ('T2', 'Protein', 'alpha-amylase', (97, 110))]","{'R1': ('T1', 'T2')}",1
IEPA_d130,"Amyloid beta peptide 25-35 modulates hydrolysis of phosphoinositides by membrane phospholipase(s) C of adult brain cortex
Fresh-water-soluble A beta 25-35 activated PI-PLC in SPM markedly by two- to threefold, but this effect was absent in the presence of 2 mM CaCl2
Moreover, A beta 25-35 had no effect on basal PIP2-PLC activity and cytosolic PI-PLC and PIP2-PLC
The aggregated form of A beta 25-35 significantly inhibited PIP2-PLC only in the presence of endogenous CaCl2","[('T6', 'Protein', 'PIP2-PLC', (313, 321)), ('T7', 'Protein', 'PI-PLC', (345, 351)), ('T4', 'Protein', 'PI-PLC', (165, 171)), ('T10', 'Protein', 'PIP2-PLC', (425, 433)), ('T5', 'Protein', 'A beta', (277, 283)), ('T8', 'Protein', 'PIP2-PLC', (356, 364)), ('T9', 'Protein', 'A beta', (388, 394)), ('T1', 'Protein', 'Amyloid', (0, 7)), ('T3', 'Protein', 'A beta', (142, 148)), ('T2', 'Protein', 'phospholipase(s) C', (81, 99))]","{'R1': ('T1', 'T2'), 'R2': ('T3', 'T4'), 'R3': ('T9', 'T1')}",1
IEPA_d75,"Concurrent decrease of vasopressin and protein kinase Calpha immunoreactivity during the light phase in the vole suprachiasmatic nucleus
Mean numbers of AVP- and protein kinase Calpha-immunoreactive neurons were determined in the suprachiasmatic nucleus of common voles, entrained to a 12:12 h light-dark (LD) cycle, at the beginning of the light period (zeitgeber time zero) and 6 h later (zeitgeber time six)
At zeitgeber time zero, mean numbers of AVP- and protein kinase Calpha- immunoreactive neurons were 2194 and 9897, respectively","[('T6', 'Protein', 'protein kinase Calpha', (460, 481)), ('T4', 'Protein', 'protein kinase Calpha', (162, 183)), ('T5', 'Protein', 'AVP', (451, 454)), ('T1', 'Protein', 'vasopressin', (23, 34)), ('T3', 'Protein', 'AVP', (153, 156)), ('T2', 'Protein', 'protein kinase Calpha', (39, 60))]",{},0
IEPA_d105,The deduced consensus closely resembled gibberellin response elements in alpha-amylase promoters,"[('T1', 'Protein', 'gibberellin', (40, 51)), ('T2', 'Protein', 'alpha-amylase', (73, 86))]","{'R1': ('T1', 'T2')}",1
IEPA_d40,"Roles of GTP and phospholipase C in the potentiation of Ca(2+)-induced insulin secretion by glucose in rat pancreatic islets
There was a 98% greater augmentation of insulin secretion by 16.7 mM glucose (in the presence of diazoxide and 40 mM K+) in primed islets; however, the ability of high glucose to augment PLC activity bore no relationship to the secretory response
MPA markedly inhibited PLC in both conditions; however, insulin secretion was only inhibited (by 46%) in primed islets
These data indicate that an adequate level of GTP is critical for glucose's potentiation of Ca(2+)-induced insulin secretion in primed islets but that PLC activation can clearly be dissociated from insulin secretion and therefore cannot be the major cause of glucose's augmentation of Ca(2+)-induced insulin secretion","[('T6', 'Protein', 'insulin', (428, 435)), ('T7', 'Protein', 'insulin', (598, 605)), ('T4', 'Protein', 'PLC', (312, 315)), ('T10', 'Protein', 'insulin', (791, 798)), ('T5', 'Protein', 'PLC', (395, 398)), ('T8', 'Protein', 'PLC', (642, 645)), ('T9', 'Protein', 'insulin', (689, 696)), ('T1', 'Protein', 'phospholipase C', (17, 32)), ('T3', 'Protein', 'insulin', (165, 172)), ('T2', 'Protein', 'insulin', (71, 78))]",{},1
IEPA_d91,"Oxytocin-stimulated insulin release in a clonal beta-cell line RINm5F: involvement of phospholipase C-dependent and -independent pathways.
CONCLUSION: Oxy increases insulin release through both PLC and non-PLC mediated signal transduction mechanisms.
In addition, U-73122 diminished the Oxy-induced increase in intracellular concentration of inositol 1, 4, 5-triphosphate (IP3)
U-73122 at 8 mumol.L-1 totally abolished the Oxy-induced increases in [Ca2+]i and IP3; however it reduced the Oxy-induced increase in insulin release only by 36% and 63% in the monolayer and suspended cell preparations, respectively
Oxytocin-stimulated insulin release in a clonal beta-cell line RINm5F: involvement of phospholipase C-dependent and -independent pathways
AIM: To study the mechanisms underlying oxytocin (Oxy)-induced insulin release
RESULTS: Oxy increased insulin release and [Ca2+]i in a concentration-dependent manner
Oxy-induced insulin release was not altered by pretreatment with pertussis toxin (PT)
U-73122 at 8 mumol.L-1 totally abolished the Oxy-induced increases in [Ca2+]i and IP3; however it reduced the Oxy-induced increase in insulin release only by 36% and 63% in the monolayer and suspended cell preparations, respectively
CONCLUSION: Oxy increases insulin release through both PLC and non-PLC mediated signal transduction mechanisms","[('T1', 'Protein', 'insulin', (20, 27)), ('T3', 'Protein', 'insulin', (165, 172)), ('T2', 'Protein', 'phospholipase C', (86, 101)), ('T6', 'Protein', 'inositol 1, 4, 5-triphosphate', (342, 371)), ('T7', 'Protein', 'Oxy', (423, 426)), ('T4', 'Protein', 'PLC', (194, 197)), ('T5', 'Protein', 'Oxy', (287, 290)), ('T10', 'Protein', 'Oxytocin', (611, 619)), ('T11', 'Protein', 'insulin', (631, 638)), ('T12', 'Protein', 'oxytocin', (789, 797)), ('T8', 'Protein', 'IP3', (460, 463)), ('T13', 'Protein', 'insulin', (812, 819)), ('T14', 'Protein', 'Oxy', (837, 840)), ('T9', 'Protein', 'Oxy', (488, 491)), ('T15', 'Protein', 'insulin', (851, 858)), ('T16', 'Protein', 'Oxy', (915, 918)), ('T17', 'Protein', 'insulin', (927, 934)), ('T22', 'Protein', 'insulin', (1260, 1267)), ('T18', 'Protein', 'Oxy', (1046, 1049)), ('T21', 'Protein', 'Oxy', (1246, 1249)), ('T19', 'Protein', 'Oxy', (1111, 1114)), ('T20', 'Protein', 'insulin', (1135, 1142))]","{'R1': ('T1', 'T2'), 'R10': ('T2', 'T2'), 'R2': ('T3', 'T4'), 'R3': ('T5', 'T6'), 'R4': ('T7', 'T8'), 'R5': ('T1', 'T1'), 'R6': ('T1', 'T1'), 'R7': ('T1', 'T1'), 'R8': ('T1', 'T1'), 'R9': ('T1', 'T2')}",1
IEPA_d179,"Recently several significant advances have been made in this area, including the identification of the appetite regulating hormone, leptin, and a detailed understanding of its targets in the central nervous system (CNS), such as neuropeptide Y (NPY) and the melanocortin-4 receptor","[('T1', 'Protein', 'leptin', (132, 138)), ('T2', 'Protein', 'neuropeptide Y', (229, 243))]","{'R1': ('T1', 'T2')}",1
IEPA_d102,Constitutive expression of PKABA1 drastically suppressed expression of low- and high-pI alpha-amylase and protease genes induced by GA,"[('T1', 'Protein', 'alpha-amylase', (88, 101)), ('T2', 'Protein', 'GA', (132, 134))]","{'R1': ('T1', 'T2')}",1
IEPA_d47,"Effects of oxytocin, arginine-vasopressin and lysine-vasopressin on insulin and glucagon secretion in sheep
The effects of the posterior-pituitary peptides oxytocin (OT), arginine-vasopressin (AVP) and lysine-vasopressin (LVP) on insulin and glucagon secretion were examined in adult sheep
The maximal insulin responses induced by OT and AVP were very similar, but the threshold and maximal doses of AVP for increasing plasma insulin were higher than those of OT","[('T6', 'Protein', 'OT', (331, 333)), ('T7', 'Protein', 'insulin', (426, 433)), ('T4', 'Protein', 'insulin', (230, 237)), ('T5', 'Protein', 'insulin', (302, 309)), ('T8', 'Protein', 'OT', (460, 462)), ('T1', 'Protein', 'oxytocin', (11, 19)), ('T3', 'Protein', 'oxytocin', (156, 164)), ('T2', 'Protein', 'insulin', (68, 75))]","{'R1': ('T1', 'T2'), 'R2': ('T3', 'T4'), 'R3': ('T5', 'T6'), 'R4': ('T7', 'T8')}",1
IEPA_d96,"Downregulation of uncoupling protein 2 mRNA in white adipose tissue and uncoupling protein 3 mRNA in skeletal muscle during the early stages of leptin treatment
Leptin by intravenous or intracerebroventricular infusion for 5 h was associated with a decrease in UCP-2 mRNA in WAT (47-52%) and UCP-3 mRNA in SM (33-37%)
Denervation suppressed mRNA levels for UCP-2 (49%), UCP-3 (36%), and COX-IV (59%) and eliminated the acute response to leptin in SM","[('T6', 'Protein', 'UCP-3', (292, 297)), ('T7', 'Protein', 'UCP-2', (357, 362)), ('T4', 'Protein', 'Leptin', (161, 167)), ('T5', 'Protein', 'UCP-2', (261, 266)), ('T8', 'Protein', 'UCP-3', (370, 375)), ('T9', 'Protein', 'leptin', (437, 443)), ('T1', 'Protein', 'uncoupling protein 2', (18, 38)), ('T3', 'Protein', 'leptin', (144, 150)), ('T2', 'Protein', 'uncoupling protein 3', (72, 92))]","{'R1': ('T1', 'T3'), 'R2': ('T2', 'T3'), 'R3': ('T4', 'T5'), 'R4': ('T4', 'T6')}",1
IEPA_d170,"Influence of obesity and menopausal status on serum leptin, cholecystokinin, galanin and neuropeptide Y levels
Obesity occurs in 60% of women after menopause and is characterized by an excess of adipose tissue that depends on several orexigenic (neuropeptide Y (NPY) stimulates carbohydrate ingestion, galanin stimulates fat intake) and anorectic (leptin, cholecystokinin (CCK)) factors
Both leptin and insulin can reduce hypothalamic NPY production and secretion
We investigated basal levels of serum leptin, CCK, galanin and NPY in 16 non-obese premenopausal women, in 15 obese premenopausal women (body mass index (BMI) 34.6 +/- 1.3 SD) and in ten obese postmenopausal women (BMI 34.7 +/- 1.5 SD) to determine the relationship between obesity, menopause and these neuropeptides
Significantly increased leptin and galanin levels in postmenopausal obese women coupled with decreased NPY levels revealed some changes in the neuropeptides regulating eating behavior, which may be the reason for the onset of postmenopausal obesity","[('T6', 'Protein', 'NPY', (435, 438)), ('T7', 'Protein', 'leptin', (502, 508)), ('T4', 'Protein', 'leptin', (348, 354)), ('T10', 'Protein', 'NPY', (884, 887)), ('T5', 'Protein', 'leptin', (392, 398)), ('T8', 'Protein', 'NPY', (527, 530)), ('T9', 'Protein', 'leptin', (805, 811)), ('T1', 'Protein', 'leptin', (52, 58)), ('T3', 'Protein', 'neuropeptide Y', (246, 260)), ('T2', 'Protein', 'neuropeptide Y', (89, 103))]","{'R1': ('T5', 'T6')}",1
IEPA_d35,"Oxytocin (OT) and vasopressin (AVP) stimulate insulin and glucagon release from the pancreas, and evoke insulin secretion from the rat insulinoma cell line, RINm5F","[('T1', 'Protein', 'Oxytocin', (0, 8)), ('T3', 'Protein', 'insulin', (104, 111)), ('T2', 'Protein', 'insulin', (46, 53))]","{'R1': ('T1', 'T2'), 'R2': ('T1', 'T3')}",1
IEPA_d49,"Leptin upregulates the expression of uncoupling protein-2 (UCP-2) mRNA in islets of normal rats, but has no effect in islets of obese Zucker Diabetic Fatty (ZDF) rats with mutated leptin receptors","[('T1', 'Protein', 'Leptin', (0, 6)), ('T2', 'Protein', 'uncoupling protein-2', (37, 57))]","{'R1': ('T1', 'T2')}",1
IEPA_d98,We observed that primary microglial cultures and the THP-1 monocytic cell line are stimulated by fibrillar beta-amyloid and prion peptides to activate identical tyrosine kinase-dependent inflammatory signal transduction cascades,"[('T1', 'Protein', 'prion', (124, 129)), ('T2', 'Protein', 'tyrosine kinase', (161, 176))]","{'R1': ('T1', 'T2')}",1
IEPA_d177,"As expected, in fusion of NPY alone (18 microg/day) augmented food intake (191.6% over the initial control, P &lt; 0.05) and produced a 25.1% weight gain in conjunction with a 10-fold increase in serum leptin concentrations at the end of the 7-day period
Interestingly, coinfusion of this regimen of NPY with the highly effective anorectic and body reducing effects of CNTF (5.0 microg/day) not only prevented the CNTF-induced anorexia and weight loss, but also normalized serum leptin concentrations and hypothalamic NPY gene expression
These results demonstrate that chronic central infusion to produce a persistent elevation of the cytokine at pathophysiological levels (a situation that may normally manifest during infection, injury and inflammation) produced severe anorexia and weight loss in conjunction with reduction in both serum leptin concentrations and hypothalamic NPY gene expression","[('T6', 'Protein', 'leptin', (838, 844)), ('T7', 'Protein', 'NPY', (877, 880)), ('T4', 'Protein', 'leptin', (476, 482)), ('T5', 'Protein', 'NPY', (515, 518)), ('T1', 'Protein', 'NPY', (26, 29)), ('T3', 'Protein', 'NPY', (297, 300)), ('T2', 'Protein', 'leptin', (199, 205))]","{'R1': ('T1', 'T2'), 'R2': ('T3', 'T4')}",1
IEPA_d32,"Gamma-aminobutyric acid mediation of the inhibitory effect of nitric oxide on the arginine vasopressin and oxytocin responses to insulin-induced hypoglycemia
Previous studies have demonstrated that the nitric oxide (NO) synthase inhibitor L-NAME exerts positive effects on the arginine vasopressin (AVP) and oxytocin (OT) responses to insulin-induced hypoglycemia, suggesting inhibitory actions of NO
AVP and OT secretory patterns during insulin (0.15 IU/kg, i.v.)-tolerance tests (ITT) were examined in seven normal male subjects with (experimental tests) and without (control test) concomitant treatment with L-NAME (40 micrograms/kg injected plus 50 micrograms/kg infused, i.v.), the GABAergic agent sodium valproate (600 mg in three divided doses orally) or the combination of L-NAME and sodium valproate
Insulin-induced hypoglycemia increased by 2-fold (peak vs. baseline) plasma AVP and OT levels
These data indicate a GABAergic mediation of the inhibitory modulation by NO of the AVP and OT responses to insulin-induced hypoglycemia","[('T6', 'Protein', 'insulin', (438, 445)), ('T7', 'Protein', 'Insulin', (809, 816)), ('T4', 'Protein', 'insulin', (335, 342)), ('T10', 'Protein', 'insulin', (1011, 1018)), ('T5', 'Protein', 'OT', (409, 411)), ('T8', 'Protein', 'OT', (893, 895)), ('T9', 'Protein', 'OT', (995, 997)), ('T1', 'Protein', 'oxytocin', (107, 115)), ('T3', 'Protein', 'oxytocin', (308, 316)), ('T2', 'Protein', 'insulin', (129, 136))]","{'R1': ('T1', 'T2'), 'R2': ('T3', 'T4'), 'R3': ('T7', 'T8'), 'R4': ('T9', 'T1')}",1
IEPA_d17,"The aim of this study was to investigate the effects of hCG, hCG plus oxytocin and oxytocin on [3H] inositol phosphate (IP) formations in porcine myometrial cells obtained from ovariectomized and cyclic gilts
The highest production of total inositol phosphates (d.p.m.) was found in cells from ovariectomized gilts given in vivo estradiol benzoate and progesterone for five consecutive days and treated with 1000 mU hCG and 100 mU hCG plus 1 microM oxytocin (984 +/- 84 and 1063 +/- 131 vs 314 +/- 36, respectively)
There was also a very significant increase of IP1 after the addition of 1000 mU hCG (p &lt; 0.001) and IP1 and IP3 when 1000 mU hCG plus oxytocin were added (p &lt; 0.001 and p &lt; 0.01, respectively)
Only oxytocin alone increased the formation of IPs in cells from ovariectomized pigs treated with estradiol in vivo (p &lt; 0.01)
The highest dose of hCG plus The highest dose of hCG plus oxytocin provoked accumulation of total [3H]inositol phosphate (p &lt; 0.05) 53% over the basal level on days 21/1 of the estrous cycle
The present study demonstrates that hCG and oxytocin can increase the accumulation of inositol phosphates in porcine myometrial cells","[('T1', 'Protein', 'oxytocin', (70, 78)), ('T3', 'Protein', 'inositol phosphate', (100, 118)), ('T2', 'Protein', 'oxytocin', (83, 91)), ('T6', 'Protein', 'IP1', (562, 565)), ('T7', 'Protein', 'IP1', (616, 619)), ('T4', 'Protein', 'inositol phosphates', (241, 260)), ('T5', 'Protein', 'oxytocin', (449, 457)), ('T10', 'Protein', 'oxytocin', (714, 722)), ('T11', 'Protein', 'IPs', (756, 759)), ('T12', 'Protein', 'oxytocin', (894, 902)), ('T8', 'Protein', 'IP3', (624, 627)), ('T13', 'Protein', 'inositol phosphate', (938, 956)), ('T14', 'Protein', 'oxytocin', (1071, 1079)), ('T9', 'Protein', 'oxytocin', (650, 658)), ('T15', 'Protein', 'inositol phosphates', (1113, 1132))]","{'R1': ('T1', 'T3'), 'R2': ('T2', 'T3'), 'R3': ('T4', 'T5'), 'R4': ('T6', 'T9'), 'R5': ('T7', 'T9'), 'R6': ('T8', 'T9'), 'R7': ('T1', 'T1'), 'R8': ('T1', 'T1'), 'R9': ('T1', 'T1')}",1
IEPA_d183,"Plasma insulin, cholecystokinin, galanin, neuropeptide Y and leptin levels in obese women with and without type 2 diabetes mellitus
Experimental studies provided evidences that leptin, cholecystokinin (CCK), galanin (GAL), neuropeptide Y (NPY) and insulin are involved in feeding behaviour
Plasma concentrations of FSH, leptin, CCK, GAL, NPY and insulin were determined using commercial RIA kits
Our results, ie higher mean plasma NPY levels in postmenopausal diabetic women and positive correlation of CCK with leptin and insulin, may suggest the role of these neuropeptides in metabolic disorders leading to type 2 diabetes mellitus","[('T6', 'Protein', 'NPY', (338, 341)), ('T7', 'Protein', 'NPY', (431, 434)), ('T4', 'Protein', 'neuropeptide Y', (223, 237)), ('T5', 'Protein', 'leptin', (320, 326)), ('T8', 'Protein', 'leptin', (512, 518)), ('T1', 'Protein', 'neuropeptide Y', (42, 56)), ('T3', 'Protein', 'leptin', (177, 183)), ('T2', 'Protein', 'leptin', (61, 67))]",{},1
IEPA_d152,"We examined for the first time in young men effects of intravenous injections of NPY (4x50 or 100 microg, n = 9 and 11, respectively, at 22.00, 23.00, 24.00 and 01.00 compared to saline) on the sleep electroencephalogram (EEG; recorded from 23.00 to 07.00) and nocturnal secretion of adrenocorticotrophic hormone (ACTH), cortisol, growth hormone (GH), prolactin and leptin","[('T1', 'Protein', 'NPY', (81, 84)), ('T2', 'Protein', 'leptin', (366, 372))]",{},0
IEPA_d10,Amyloid beta protein disruption of cholinergic and growth factor phospholipase C signals could underlie cognitive and neurodegerative aspects of Alzheimer's disease,"[('T1', 'Protein', 'Amyloid', (0, 7)), ('T2', 'Protein', 'phospholipase C', (65, 80))]","{'R1': ('T1', 'T2')}",1
IEPA_d184,These results suggest that T3 may increase UCP family expression independent of leptin action,"[('T1', 'Protein', 'UCP', (43, 46)), ('T2', 'Protein', 'leptin', (80, 86))]",{},0
IEPA_d155,"However, neither progesterone nor insulin increased phosphotyrosine on PLCgamma","[('T1', 'Protein', 'insulin', (34, 41)), ('T2', 'Protein', 'PLCgamma', (71, 79))]",{},0
IEPA_d129,"Sympathetic inhibition, leptin, and uncoupling protein subtype expression in normal fasting rats
To further investigate neural effects on leptin and uncoupling proteins (UCPs), we studied in vivo perturbations intended to block adrenergic input to peripheral tissues
We examined plasma leptin, leptin mRNA, and adipose and muscle UCP subtype mRNA in rats treated with alpha-methyl-p-tyrosine methyl ester (AMPT-ME), which inhibits catecholamine synthesis and 6-hydroxydopamine (6HDA), which is toxic to catecholinergic nerve terminals but, unlike AMPT-ME, does not enter the central nervous system
Intraperitoneal 6HDA, 100 mg/kg, as a single dose at 1800, increased plasma leptin approximately twofold after 18-20 h, increased IBAT (but not epididymal fat) leptin mRNA by two- to threefold, and decreased IBAT UCP-3 mRNA to 30-40% of control
However, the in vivo modulation of leptin and UCPs appears complex and, beyond a causal effect of SNA per se, may depend on concurrent changes in plasma insulin, glucose, and circulatory hemodynamics","[('T6', 'Protein', 'leptin', (286, 292)), ('T7', 'Protein', 'UCP', (330, 333)), ('T4', 'Protein', 'uncoupling proteins', (149, 168)), ('T10', 'Protein', 'UCP-3', (811, 816)), ('T5', 'Protein', 'leptin', (294, 300)), ('T11', 'Protein', 'leptin', (878, 884)), ('T12', 'Protein', 'UCPs', (889, 893)), ('T8', 'Protein', 'leptin', (674, 680)), ('T9', 'Protein', 'leptin', (758, 764)), ('T1', 'Protein', 'leptin', (24, 30)), ('T3', 'Protein', 'leptin', (138, 144)), ('T2', 'Protein', 'uncoupling protein', (36, 54))]",{},0
IEPA_d62,"Oxytocin-treated male rats had increased circulating levels of cholecystokinin, a tendency to increased plasma levels of insulin (p = 0.066), and relatively more adipose tissue in the thigh and interscapular region, compared with controls","[('T1', 'Protein', 'Oxytocin', (0, 8)), ('T2', 'Protein', 'insulin', (121, 128))]","{'R1': ('T1', 'T2')}",1
IEPA_d127,"PI-PLC treatment of fetal guinea pig brain cultures substantially reduced the amount of Abeta40 and Abeta42 in the medium but had no effect on sAPPalpha
When this parental line was treated with PI-PLC, Abeta40, Abeta42, and sAPPbeta decreased to levels similar to those observed in the mutant line, and the mutant line was resistant to these effects of PI-PLC","[('T6', 'Protein', 'Abeta42', (211, 218)), ('T7', 'Protein', 'PI-PLC', (353, 359)), ('T4', 'Protein', 'PI-PLC', (194, 200)), ('T5', 'Protein', 'Abeta40', (202, 209)), ('T1', 'Protein', 'PI-PLC', (0, 6)), ('T3', 'Protein', 'Abeta42', (100, 107)), ('T2', 'Protein', 'Abeta40', (88, 95))]","{'R1': ('T1', 'T2'), 'R2': ('T1', 'T3'), 'R3': ('T4', 'T5'), 'R4': ('T4', 'T6')}",1
IEPA_d65,"Vasopressin-induced activation of protein kinase C in renal epithelial cells
AVP induced a biphasic increase in diacylglycerol generation, characterized by an initial rapid rise and then a sustained elevation, and PKC activation, reflected by phosphorylation of a specific 80 kDa myristoylated alanine-rich PKC substrate (MARCKS)
These results argue that Ca(2+)-dependent PKC is involved in the action of AVP, and that of other agonists, which stimulate sodium transport","[('T6', 'Protein', 'AVP', (405, 408)), ('T4', 'Protein', 'PKC', (214, 217)), ('T5', 'Protein', 'PKC', (372, 375)), ('T1', 'Protein', 'Vasopressin', (0, 11)), ('T3', 'Protein', 'AVP', (77, 80)), ('T2', 'Protein', 'protein kinase C', (34, 50))]","{'R1': ('T1', 'T2'), 'R2': ('T3', 'T4'), 'R3': ('T5', 'T6')}",1
IEPA_d120,"Furthermore, our 14C-acetate-labeling studies showed a 50% reduction in cholesteryl ester synthesis in the presence of either flavonoid, which could account for the reduction in net apoB secretion caused by incubation with these compounds","[('T1', 'Protein', 'cholesteryl ester', (72, 89)), ('T2', 'Protein', 'flavonoid', (126, 135))]","{'R1': ('T1', 'T2')}",1
IEPA_d19,"Granulosa cells were isolated from bovine preovulatory follicles and cultured for 3 days with or without OT in medium supplemented with either insulin (1 microgram/ml) + 1% fetal calf serum (FCS), which maintains basal estradiol secretion, or low doses of FSH (1 and 2 ng/ml) + 1% FCS, a culture condition that maximizes effects of FSH on estradiol secretion","[('T1', 'Protein', 'OT', (105, 107)), ('T2', 'Protein', 'insulin', (143, 150))]",{},0
IEPA_d81,"It has been established that amyloid beta peptide (AbetaP) activates phospholipase A2, phospholipase C and phospholipase D of LA-N-2 cells and other cell types
(-)Nicotine did not blunt the AbetaP activation of phospholipase C","[('T4', 'Protein', 'phospholipase C', (211, 226)), ('T1', 'Protein', 'amyloid', (29, 36)), ('T3', 'Protein', 'AbetaP', (190, 196)), ('T2', 'Protein', 'phospholipase C', (87, 102))]","{'R1': ('T1', 'T2'), 'R2': ('T3', 'T4')}",1
IEPA_d50,"Insulin secretion is regulated by changes in blood glucose, as well as by peptides from the gastrointestinal tract and neurotransmitters that activate the pancreatic islet adenylyl cyclase (e.g., glucagon-like peptide-1) and phospholipase C (PLC) (e.g., acetylcholine) signaling pathways to further potentiate glucose-induced insulin secretion
However, leptin did constrain the enhanced PLC-mediated insulin secretion characteristic of islets from ob/ob mice, without influencing release from islets of lean mice
A specific enhancement in PLC-mediated insulin secretion is the earliest reported developmental alteration in insulin secretion from islets of ob/ob mice, and thus a logical target for leptin action
This action of leptin on PLC-mediated insulin secretion was dose-dependent, rapid-onset (i.e., within 3 min), and reversible
Leptin was equally effective in constraining the enhanced insulin release from islets of ob/ob mice caused by protein kinase C (PKC) activation, a downstream mediator of the PLC signal pathway
One function of leptin in control of body composition is thus to target a PKC-regulated component of the PLC-PKC signaling system within islets to prevent hypersecretion of insulin","[('T1', 'Protein', 'Insulin', (0, 7)), ('T3', 'Protein', 'insulin', (326, 333)), ('T2', 'Protein', 'phospholipase C', (225, 240)), ('T6', 'Protein', 'PLC', (539, 542)), ('T7', 'Protein', 'insulin', (552, 559)), ('T4', 'Protein', 'PLC', (387, 390)), ('T5', 'Protein', 'insulin', (400, 407)), ('T10', 'Protein', 'insulin', (750, 757)), ('T11', 'Protein', 'insulin', (895, 902)), ('T12', 'Protein', 'PLC', (1011, 1014)), ('T8', 'Protein', 'insulin', (623, 630)), ('T13', 'Protein', 'PLC', (1135, 1138)), ('T14', 'Protein', 'insulin', (1203, 1210)), ('T9', 'Protein', 'PLC', (737, 740))]","{'R1': ('T2', 'T3'), 'R2': ('T4', 'T5'), 'R3': ('T6', 'T7'), 'R4': ('T9', 'T1')}",1
